"id"	"film_name"	"initial_name"	"country"	"release_year"	"type"	"score"	"evaluate_number"	"role"	"introduction"	"image_src"	"alias"	"language"	"time"	"details_src"	"price"	"create_date"	"create_by"	"update_date"	"update_by"	"is_deleted"	"version"
"132"	"萤火之森"	" 蛍火の杜へ"	" 日本 "	"2011 "	" 剧情 爱情 动画 奇幻"	"8.9"	"522647"	"导演:大森贵弘TakahiroOmori   主演:佐仓绫音AyaneSakura/内山昂辉K..."	"触不到的恋人"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg"	" / 萤火之社  /  Hotarubi no mori e"	"日语"	"45分钟"	"https://movie.douban.com/subject/5989818/"	"34.34"					"0"	
"133"	"一个叫欧维的男人决定去死"	" En man som heter Ove"	" 瑞典 "	"2015 "	" 剧情"	"8.9"	"461871"	"导演:汉内斯·赫尔姆HannesHolm   主演:罗夫·拉斯加德RolfLassgård..."	"惠及一生的美丽"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg"	" / 明天别再来敲门(台)  /  想死冇咁易(港)"	"瑞典语/波斯语"	"116分钟"	"https://movie.douban.com/subject/26628357/"	"34.34"					"0"	
"134"	"怪兽电力公司"	" Monsters, Inc."	" 美国 "	"2001 "	" 儿童 喜剧 动画 奇幻 冒险"	"8.8"	"651936"	"导演:彼特·道格特PeteDocter/大卫·斯沃曼DavidSilverman   主演:约..."	"不要给它起名字，起了名字就有感情了"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg"	" / 怪兽公司(港)  /  怪物公司"	"英语"	"92分钟"	"https://movie.douban.com/subject/1291579/"	"34.34"					"0"	
"135"	"未麻的部屋"	" Perfect Blue"	" 日本 "	"1997 "	" 动画 奇幻 惊悚"	"9.1"	"320011"	"导演:今敏SatoshiKon   主演:岩男润子JunkoIwao/松本梨香RicaMatsu..."	"好的剧本是，就算你猜到了结局也猜不到全部"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg"	" / 蓝色恐惧(港 / 台) "	"日语"	"81分钟"	"https://movie.douban.com/subject/1395091/"	"34.34"					"0"	
"136"	"哈利·波特与火焰杯"	" Harry Potter and the Goblet of Fire"	" 英国 美国 "	"2005 "	" 悬疑 奇幻 冒险"	"8.8"	"636962"	"导演:迈克·内威尔MikeNewell   主演:丹尼尔·雷德克里夫DanielRadclif..."	" "	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg"	" / 哈利波特4：火杯的考验(港 / 台) "	"英语/法语"	"157分钟"	"https://movie.douban.com/subject/1309055/"	"34.34"					"0"	
"137"	"玩具总动员3"	" Toy Story 3"	" 美国 "	"2010 "	" 喜剧 动画 奇幻 冒险"	"8.9"	"501086"	"导演:李·昂克里奇LeeUnkrich   主演:汤姆·汉克斯TomHanks/蒂姆·艾..."	"跨度十五年的欢乐与泪水"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg"	" / 反斗奇兵3(港)  /  玩具的故事3"	"英语/西班牙语"	"103分钟"	"https://movie.douban.com/subject/1858711/"	"34.34"					"0"	
"138"	"傲慢与偏见"	" Pride & Prejudice"	" 法国 英国 美国 "	"2005 "	" 剧情 爱情"	"8.7"	"775287"	"导演:乔·怀特JoeWright   主演:凯拉·奈特莉KeiraKnightley/马修·..."	"爱是摈弃傲慢与偏见之后的曙光"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg"	" / 傲慢与偏见2005  /  Pride And Prejudice"	"英语"	"129分钟/135分钟(加拿大)"	"https://movie.douban.com/subject/1418200/"	"34.34"					"0"	
"139"	"釜山行"	" 부산행"	" 韩国 "	"2016 "	" 动作 惊悚 灾难"	"8.6"	"1170432"	"导演:延尚昊Sang-hoYeon   主演:孔侑YooGong/郑有美Yu-miJung/马..."	"揭露人性的丧尸题材力作"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg"	" / 尸杀列车(港)  /  尸速列车(台)"	"韩语"	"118分钟"	"https://movie.douban.com/subject/25986180/"	"34.34"					"0"	
"140"	"玛丽和马克思"	" Mary and Max"	" 澳大利亚 美国 "	"2009 "	" 剧情 喜剧 动画"	"9.0"	"415432"	"导演:亚当·艾略特AdamElliot   主演:托妮·科莱特ToniCollette/菲利..."	"你是我最好的朋友，你是我唯一的朋友 "	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg"	" / 巧克力情缘(台)  /  同是天涯寂寞客"	"英语/意第绪语"	"92分钟"	"https://movie.douban.com/subject/3072124/"	"34.34"					"0"	
"141"	"神偷奶爸"	" Despicable Me"	" 美国 法国 "	"2010 "	" 喜剧 动画 冒险"	"8.7"	"927392"	"导演:皮艾尔·柯芬PierreCoffin/克里斯·雷纳德ChrisRenaud   主演:..."	"Mr. I Don't Care其实也有Care的时候"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg"	" / 卑鄙的我  /  坏蛋奖门人(港)"	"英语"	"95分钟"	"https://movie.douban.com/subject/3287562/"	"34.34"					"0"	
"142"	"新世界"	" 신세계"	" 韩国 "	"2013 "	" 剧情 犯罪"	"8.9"	"416547"	"导演:朴勋政Hoon-jungPark   主演:李政宰Jung-JaeLee/崔岷植Min-sik..."	"要做就做得狠一点，这样才能活下去"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg"	" / 暗黑新世界(台)  /  New World"	"韩语/汉语普通话"	"134分钟"	"https://movie.douban.com/subject/10437779/"	"34.34"					"0"	
"143"	"被解救的姜戈"	" Django Unchained"	" 美国 "	"2012 "	" 剧情 动作 西部 冒险"	"8.8"	"593601"	"导演:昆汀·塔伦蒂诺QuentinTarantino   主演:杰米·福克斯JamieFoxx/..."	"热血沸腾，那个低俗、性感的无耻混蛋又来了"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg"	" / 被解放的姜戈  /  决杀令(台)"	"英语/法语/德语"	"163分钟(中国大陆)/165分钟(美国)"	"https://movie.douban.com/subject/6307447/"	"34.34"					"0"	
"144"	"告白"	" 自白  "	" 日本 "	"2010 "	" 剧情 悬疑"	"8.8"	"659695"	"导演:中岛哲也TetsuyaNakashima   主演:松隆子TakakoMatsu/冈田将生..."	"没有一人完全善，也没有一人完全恶"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg"	" / 自白  /  母亲"	"日语"	"106分钟"	"https://movie.douban.com/subject/4268598/"	"34.34"					"0"	
"145"	"大鱼"	" Big Fish"	" 美国 "	"2003 "	" 剧情 家庭 奇幻 冒险"	"8.8"	"557131"	"导演:蒂姆·波顿TimBurton   主演:伊万·麦克格雷格EwanMcGregor/阿..."	"抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg"	" / 大鱼奇缘(港)  /  大智若鱼(台)"	"英语/法语/俄语/粤语/汉语普通话"	"125分钟"	"https://movie.douban.com/subject/1291545/"	"34.34"					"0"	
"146"	"哪吒闹海"	" Prince Nezha's Triumph Against Dragon King  "	" 中国大陆 "	"1979 "	" 冒险 动画 奇幻"	"9.2"	"252107"	"导演:王树忱ShuchenWang/严定宪DingxianYan   主演:梁正晖Zhenghui..."	"想你时你在闹海"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg"	" / Prince Nezha's Triumph Against Dragon King  /  Nezha Conquers the Dragon King"	"汉语普通话"	"65分钟"	"https://movie.douban.com/subject/1307315/"	"34.34"					"0"	
"147"	"射雕英雄传之东成西就"	" 射鵰英雄傳之東成西就"	" 中国香港 "	"1993 "	" 喜剧 奇幻 武侠 古装"	"8.7"	"618413"	"导演:刘镇伟JeffreyLau   主演:梁朝伟TonyLeungChiuWai/林青霞Bri..."	"百看不厌 "	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2609063922.jpg"	" / 东成西就  /  大英雄 (日本)"	"粤语"	"113分钟(香港)/98分钟(翡翠高清版)/103分钟(修复版)"	"https://movie.douban.com/subject/1316510/"	"34.34"					"0"	
"148"	"阳光姐妹淘"	" 써니"	" 韩国 "	"2011 "	" 剧情 喜剧"	"8.8"	"581294"	"导演:姜炯哲Hyeong-CheolKang   主演:沈恩京Eun-kyungShim/闵孝琳Hy..."	"再多各自牛逼的时光，也比不上一起傻逼的岁月 "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg"	" / 阳光姊妹淘(港)  /  桑尼"	"韩语"	"124分钟/135分钟(导演剪辑版)"	"https://movie.douban.com/subject/4917726/"	"34.34"					"0"	
"149"	"头号玩家"	" Ready Player One"	" 美国 "	"2018 "	" 动作 科幻 冒险"	"8.7"	"1337361"	"导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:泰伊·谢里丹TyeSheri..."	"写给影迷，动漫迷和游戏迷的一封情书"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg"	" / 玩家一号  /  挑战者1号(港)"	"英语/日语/汉语普通话"	"140分钟"	"https://movie.douban.com/subject/4920389/"	"34.34"					"0"	
"150"	"我是山姆"	" I Am Sam"	" 美国 "	"2001 "	" 剧情 家庭"	"9.0"	"329985"	"导演:杰茜·尼尔森JessieNelson   主演:SeanPenn/DakotaFanning/Mi..."	"爱并不需要智商 "	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg"	" / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台)"	"英语"	"132分钟"	"https://movie.douban.com/subject/1306861/"	"34.34"					"0"	
"151"	"喜宴"	" 囍宴"	" 中国台湾 美国 "	"1993 "	" 剧情 喜剧 爱情 同性 家庭"	"9.0"	"350982"	"导演:李安AngLee   主演:赵文瑄WinstonChao/归亚蕾Ya-leiKuei/郎..."	"中国家庭的喜怒哀乐忍"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg"	" / The Wedding Banquet"	"汉语普通话/英语"	"108分钟"	"https://movie.douban.com/subject/1303037/"	"34.34"					"0"	
"152"	"模仿游戏"	" The Imitation Game"	" 英国 美国 "	"2014 "	" 剧情 传记 战争 同性"	"8.8"	"631358"	"导演:莫滕·泰杜姆MortenTyldum   主演:本尼迪克特·康伯巴奇BenedictC..."	"他给机器起名“克里斯托弗”，因为这是他初恋的名字"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg"	" / 解码游戏(港)  /  模拟游戏"	"英语/德语"	"114分钟"	"https://movie.douban.com/subject/10463953/"	"34.34"					"0"	
"153"	"恐怖直播"	" 더 테러 라이브"	" 韩国 "	"2013 "	" 剧情 犯罪 悬疑"	"8.7"	"637641"	"导演:金秉祐Byeong-wooKim   主演:河正宇Jung-wooHa/李璟荣Kyeong-y..."	"恐怖分子的“秋菊打官司”"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg"	" / 死亡“动”新闻(港)  /  恐怖攻击直播(台)"	"韩语"	"97分钟"	"https://movie.douban.com/subject/21360417/"	"34.34"					"0"	
"154"	"血战钢锯岭"	" Hacksaw Ridge"	" 澳大利亚 美国 "	"2016 "	" 剧情 传记 历史 战争"	"8.7"	"768133"	"导演:梅尔·吉布森MelGibson   主演:安德鲁·加菲尔德AndrewGarfield/..."	"优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg"	" / 钢锯岭  /  钢铁英雄(台)"	"英语/日语"	"139分钟(中国大陆)/140分钟(美国)"	"https://movie.douban.com/subject/26325320/"	"34.34"					"0"	
"155"	"花样年华"	" 花樣年華"	" 中国香港 "	"2000 "	" 剧情 爱情"	"8.7"	"589774"	"导演:王家卫KarWaiWong   主演:梁朝伟TonyLeungChiuWai/张曼玉Ma..."	"偷情本没有这样美"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg"	" / In the Mood for Love"	"粤语/上海话/法语"	"98分钟"	"https://movie.douban.com/subject/1291557/"	"34.34"					"0"	
"156"	"九品芝麻官"	" 九品芝麻官之白面包青天  "	" 中国香港 中国大陆 "	"1994 "	" 剧情 喜剧 古装"	"8.7"	"654658"	"导演:王晶JingWong   主演:周星驰StephenChow/吴孟达ManTatNg/..."	" "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg"	" / 九品芝麻官之白面包青天  /  Hail the Judge"	"粤语"	"108分钟"	"https://movie.douban.com/subject/1297518/"	"34.34"					"0"	
"157"	"七武士"	" 七人の侍"	" 日本 "	"1954 "	" 动作 冒险 剧情"	"9.3"	"192318"	"导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/志村乔..."	"时代悲歌"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg"	" / 七侠四义(港)  /  七剑客(港)"	"日语"	"207分钟/160分钟(国际版)/150分钟(英国初版)/190分钟(英国1991重映版)/141分钟(美国初版)/203分钟(美国重映版)"	"https://movie.douban.com/subject/1295399/"	"34.34"					"0"	
"158"	"头脑特工队"	" Inside Out"	" 美国 "	"2015 "	" 喜剧 动画 冒险"	"8.8"	"594354"	"导演:彼特·道格特PeteDocter/罗纳尔多·德尔·卡门RonaldoDelCarmen  &nb..."	"愿我们都不用长大，每一座城堡都能永远存在"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg"	" / 玩转脑朋友(港)  /  脑筋急转弯(台)"	"英语"	"95分钟"	"https://movie.douban.com/subject/10533913/"	"34.34"					"0"	
"159"	"茶馆"	" The Teahouse"	" 中国大陆 "	"1982(中国大陆) "	" 剧情 历史"	"9.5"	"134010"	"导演:谢添TianXie   主演:于是之ShizhiYu/郑榕RongZhen/蓝天野T..."	" "	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg"	" / The Teahouse"	"汉语普通话"	"118分钟"	"https://movie.douban.com/subject/1461403/"	"34.34"					"0"	
"160"	"色，戒"	" 色|戒  "	" 中国台湾 中国大陆 美国 中国香港 "	"2007 "	" 剧情 爱情 情色"	"8.6"	"774633"	"导演:李安AngLee   主演:梁朝伟TonyLeungChiuWai/汤唯WeiTang/..."	"假戏真情，爱欲深海"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg"	" / 色|戒  /  色·戒"	"汉语普通话/上海话/英语/粤语/日语/印地语"	"158分钟/145分钟(中国大陆)"	"https://movie.douban.com/subject/1828115/"	"34.34"					"0"	
"161"	"黑客帝国3：矩阵革命"	" The Matrix Revolutions"	" 美国 "	"2003 "	" 动作 科幻"	"8.8"	"436793"	"导演:拉娜·沃卓斯基LanaWachowski/莉莉·沃卓斯基LillyWachowski   ..."	"不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg"	" / 22世纪杀人网络3：惊变世纪(港)  /  骇客任务完结篇：最后战役(台)"	"英语/法语"	"129分钟"	"https://movie.douban.com/subject/1302467/"	"34.34"					"0"	
"162"	"惊魂记"	" Psycho"	" 美国 "	"1960 "	" 悬疑 惊悚 恐怖"	"9.0"	"282408"	"导演:阿尔弗雷德·希区柯克AlfredHitchcock   主演:安东尼·博金斯Antho..."	"故事的反转与反转，分裂电影的始祖"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg"	" / 精神病患者  /  触目惊心(港)"	"英语"	"109分钟"	"https://movie.douban.com/subject/1293181/"	"34.34"					"0"	
"163"	"电锯惊魂"	" Saw"	" 美国 "	"2004 "	" 悬疑 惊悚 恐怖"	"8.7"	"517914"	"导演:詹姆斯·温JamesWan   主演:雷·沃纳尔LeighWhannell/加利·艾..."	"真相就在眼前"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg"	" / 恐惧斗室(港)  /  夺魂锯(台)"	"英语"	"103分钟"	"https://movie.douban.com/subject/1417598/"	"34.34"					"0"	
"164"	"你的名字。"	" 君の名は。"	" 日本 "	"2016 "	" 剧情 爱情 动画"	"8.5"	"1360855"	"导演:新海诚MakotoShinkai   主演:神木隆之介RyûnosukeKamiki/上..."	"穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg"	" / 你的名字  /  君之名"	"日语"	"106分钟"	"https://movie.douban.com/subject/26683290/"	"34.34"					"0"	
"165"	"三块广告牌"	" Three Billboards Outside Ebbing, Missouri"	" 英国 美国 "	"2017 "	" 剧情 犯罪"	"8.7"	"803349"	"导演:马丁·麦克唐纳MartinMcDonagh   主演:弗兰西斯·麦克多蒙德France..."	"怼天怼地，你走后，她与世界为敌"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg"	" / 广告牌杀人事件(港)  /  意外(台)"	"英语"	"115分钟"	"https://movie.douban.com/subject/26611804/"	"34.34"					"0"	
"166"	"达拉斯买家俱乐部"	" Dallas Buyers Club"	" 美国 "	"2013 "	" 剧情 传记 同性"	"8.8"	"442607"	"导演:让-马克·瓦雷Jean-MarcVallée   主演:马修·麦康纳MatthewMcCon..."	"Jared Leto的腿比女人还美！"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg"	" / 续命枭雄(港)  /  药命俱乐部(台)"	"英语/日语"	"117分钟"	"https://movie.douban.com/subject/1793929/"	"34.34"					"0"	
"167"	"疯狂原始人"	" The Croods"	" 美国 "	"2013 "	" 喜剧 动画 冒险"	"8.7"	"820800"	"导演:科克·德·米科KirkDeMicco/克里斯·桑德斯ChrisSanders   主演..."	"老少皆宜，这就是好莱坞动画的魅力"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg"	" / 古鲁家族(港 / 台) "	"英语"	"98分钟"	"https://movie.douban.com/subject/1907966/"	"34.34"					"0"	
"168"	"心迷宫"	" 殡棺  "	" 中国大陆 "	"2014 "	" 剧情 犯罪 悬疑"	"8.7"	"506412"	"导演:忻钰坤YukunXin   主演:霍卫民WeiminHuo/王笑天XiaotianWang..."	"荒诞讽刺，千奇百巧，抽丝剥茧，百转千回"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg"	" / 殡棺  /  The Coffin in the Mountain"	"汉语普通话"	"110分钟(中国大陆)/119分钟(威尼斯电影节)"	"https://movie.douban.com/subject/25917973/"	"34.34"					"0"	
"169"	"卢旺达饭店"	" Hotel Rwanda"	" 英国 南非 意大利 美国 "	"2004 "	" 剧情 传记 历史 战争"	"8.9"	"321715"	"导演:特瑞·乔治TerryGeorge   主演:唐·钱德尔DonCheadle/苏菲·奥..."	"当这个世界闭上双眼，他却敞开了怀抱"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg"	" / 卢安达饭店(台)"	"英语/法语"	"121分钟"	"https://movie.douban.com/subject/1291822/"	"34.34"					"0"	
"170"	"上帝之城"	" Cidade de Deus"	" 巴西 法国 "	"2002 "	" 犯罪 剧情"	"9.0"	"295528"	"导演:费尔南多·梅里尔斯FernandoMeirelles/卡迪亚·兰德KátiaLund  &nbsp..."	"被上帝抛弃了的上帝之城"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg"	" / 无主之城(港)  /  无法无天(台)"	"葡萄牙语"	"130分钟"	"https://movie.douban.com/subject/1292208/"	"34.34"					"0"	
"171"	"谍影重重3"	" The Bourne Ultimatum"	" 美国 德国 法国 英国 "	"2007 "	" 动作 悬疑 惊悚"	"8.8"	"407804"	"导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/..."	"像吃了苏打饼一样干脆的电影"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg"	" / 叛谍追击3：最后通牒(港)  /  神鬼认证：最后通牒 (台)"	"英语/法语/阿拉伯语/俄语/西班牙语"	"115分钟"	"https://movie.douban.com/subject/1578507/"	"34.34"					"0"	
"172"	"英雄本色"	" A Better Tomorrow  "	" 中国香港 "	"1986 "	" 剧情 动作 犯罪"	"8.6"	"521266"	"导演:吴宇森JohnWoo   主演:周润发Yun-FatChow/狄龙LungTi/张国..."	"英雄泪短，兄弟情长 "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg"	" / A Better Tomorrow  /  Gangland Boss"	"粤语/汉语普通话/英语"	"95分钟"	"https://movie.douban.com/subject/1297574/"	"34.34"					"0"	
"173"	"风之谷"	" 風の谷のナウシカ"	" 日本 "	"1984 "	" 动画 奇幻 冒险"	"8.9"	"347105"	"导演:宫崎骏HayaoMiyazaki   主演:岛本须美SumiShimamoto/松田洋治Y..."	"动画片的圣经"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg"	" / 风谷少女  /  Kaze no tani no Naushika"	"日语"	"117分钟"	"https://movie.douban.com/subject/1291585/"	"34.34"					"0"	
"174"	"海街日记"	" 海街diary"	" 日本 "	"2015 "	" 剧情 家庭"	"8.8"	"435539"	"导演:是枝裕和HirokazuKoreeda   主演:绫濑遥HarukaAyase/长泽雅美M..."	"是枝裕和的家庭习作"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg"	" / 海街女孩日记(港)  /  Kamakura Diary"	"日语"	"127分钟"	"https://movie.douban.com/subject/25895901/"	"34.34"					"0"	
"175"	"纵横四海"	" 緃横四海"	" 中国香港 "	"1991 "	" 剧情 喜剧 动作 犯罪"	"8.8"	"410304"	"导演:吴宇森JohnWoo   主演:周润发Yun-FatChow/张国荣LeslieCheung..."	"香港浪漫主义警匪动作片的巅峰之作"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg"	" / Once a Thief"	"粤语/汉语普通话/客家话/英语/法语"	"108分钟"	"https://movie.douban.com/subject/1295409/"	"34.34"					"0"	
"176"	"爱在午夜降临前"	" Before Midnight"	" 美国 希腊 "	"2013 "	" 剧情 爱情"	"8.9"	"388475"	"导演:理查德·林克莱特RichardLinklater   主演:伊桑·霍克EthanHawke..."	"所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg"	" / 情约半生(港)  /  爱在午夜希腊时(台)"	"英语/希腊语/法语"	"109分钟"	"https://movie.douban.com/subject/10808442/"	"34.34"					"0"	
"177"	"绿里奇迹"	" The Green Mile"	" 美国 "	"1999 "	" 犯罪 剧情 奇幻 悬疑"	"8.9"	"320032"	"导演:弗兰克·德拉邦特FrankDarabont   主演:汤姆·汉克斯TomHanks/..."	"天使暂时离开"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg"	" / 绿色奇迹(台)  /  绿色英里"	"英语/法语"	"189分钟"	"https://movie.douban.com/subject/1300374/"	"34.34"					"0"	
"178"	"记忆碎片"	" Memento"	" 美国 "	"2000 "	" 犯罪 剧情 悬疑 惊悚"	"8.7"	"587966"	"导演:克里斯托弗·诺兰ChristopherNolan   主演:盖·皮尔斯GuyPearce/..."	"一个针管引发的血案"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg"	" / 凶心人(港)  /  记忆拼图(台)"	"英语"	"113分钟"	"https://movie.douban.com/subject/1304447/"	"34.34"					"0"	
"179"	"岁月神偷"	" 歲月神偷"	" 中国香港 中国大陆 "	"2010 "	" 剧情 家庭"	"8.7"	"565624"	"导演:罗启锐AlexLaw   主演:吴君如SandraNg/任达华SimonYam/钟绍..."	"岁月流逝，来日可追"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg"	" / 1969太空漫游  /  Echoes Of The Rainbow"	"粤语/汉语普通话/英语/上海话/法语"	"117分钟/120分钟(柏林电影节)"	"https://movie.douban.com/subject/3792799/"	"34.34"					"0"	
"180"	"忠犬八公物语"	" ハチ公物語"	" 日本 "	"1987 "	" 剧情"	"9.2"	"189652"	"导演:SeijirôKôyama   主演:山本圭KeiYamamoto/井川比佐志Hisa..."	"养狗三日，便会对你终其一生"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg"	" / 八千公物语  /  阿八的故事"	"日语"	"107分钟"	"https://movie.douban.com/subject/1959195/"	"34.34"					"0"	
"181"	"荒蛮故事"	" Relatos salvajes"	" 阿根廷 西班牙 "	"2014 "	" 剧情 喜剧 犯罪"	"8.8"	"432745"	"导演:达米安·斯兹弗隆DamiánSzifron   主演:达里奥·葛兰帝内提Darío..."	"始于荒诞，止于更荒诞"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg"	" / 蛮荒故事  /  生命中最抓狂的小事(台)"	"西班牙语"	"122分钟"	"https://movie.douban.com/subject/24750126/"	"34.34"					"0"	
"182"	"疯狂的石头"	" Crazy Stone"	" 中国大陆 中国香港 "	"2006 "	" 喜剧 犯罪"	"8.6"	"800063"	"导演:宁浩HaoNing   主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin"	"中国版《两杆大烟枪》"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg"	" / Crazy Stone"	"汉语普通话/重庆话"	"106分钟(香港)/98分钟(中国大陆)"	"https://movie.douban.com/subject/1862151/"	"34.34"					"0"	
"183"	"雨中曲"	" Singin' in the Rain"	" 美国 "	"1952 "	" 喜剧 歌舞 爱情"	"9.1"	"217415"	"导演:斯坦利·多南StanleyDonen/吉恩·凯利GeneKelly   主演:吉恩·..."	"骨灰级歌舞片"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg"	" / 万花嬉春(港 / 台) "	"英语"	"103分钟"	"https://movie.douban.com/subject/1293460/"	"34.34"					"0"	
"184"	"爆裂鼓手"	" Whiplash"	" 美国 "	"2014 "	" 剧情 音乐"	"8.7"	"572957"	"导演:达米恩·查泽雷DamienChazelle   主演:迈尔斯·特勒MilesTeller/..."	"这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg"	" / 鼓动真我(港)  /  进击的鼓手(台)"	"英语"	"107分钟"	"https://movie.douban.com/subject/25773932/"	"34.34"					"0"	
"185"	"小偷家族"	" 万引き家族"	" 日本 "	"2018 "	" 剧情 犯罪 家庭"	"8.7"	"796339"	"导演:是枝裕和HirokazuKoreeda   主演:中川雅也LilyFranky/安藤樱Sa..."	"我们组成了家"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg"	" / Shoplifters  /  Une Affaire de Famille"	"日语"	"117分钟(中国大陆)/121分钟"	"https://movie.douban.com/subject/27622447/"	"34.34"					"0"	
"186"	"无敌破坏王"	" Wreck-It Ralph"	" 美国 "	"2012 "	" 喜剧 动画 奇幻 冒险"	"8.7"	"523817"	"导演:瑞奇·莫尔RichMoore   主演:约翰·C·赖利JohnC.Reilly/萨拉..."	"迪士尼和皮克斯拿错剧本的产物"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg"	" / 破坏王拉尔夫  /  破坏王大冒险"	"英语"	"101分钟"	"https://movie.douban.com/subject/6534248/"	"34.34"					"0"	
"187"	"贫民窟的百万富翁"	" Slumdog Millionaire"	" 英国 "	"2008 "	" 剧情 爱情"	"8.6"	"731199"	"导演:丹尼·鲍尔DannyBoyle/洛芙琳·坦丹LoveleenTandan   主演:戴夫..."	"上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg"	" / 一百万零一夜(港)  /  贫民百万富翁(台)"	"英语/印地语/法语/德语"	"120分钟"	"https://movie.douban.com/subject/2209573/"	"34.34"					"0"	
