"id"	"film_name"	"initial_name"	"country"	"release_year"	"type"	"score"	"evaluate_number"	"role"	"introduction"	"image_src"	"alias"	"language"	"time"	"details_src"	"price"	"create_date"	"create_by"	"update_date"	"update_by"	"is_deleted"	"version"
"188"	"2001太空漫游"	" 2001: A Space Odyssey"	" 英国 美国 "	"1968 "	" 科幻 惊悚 冒险"	"8.9"	"314889"	"导演:斯坦利·库布里克StanleyKubrick   主演:凯尔·杜拉KeirDullea/..."	"现代科幻电影的开山之作，最伟大导演的最伟大影片"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg"	" / 2001：星际漫游  /  2001：太空奥德赛"	"英语/俄语"	"149分钟"	"https://movie.douban.com/subject/1292226/"	"34.34"					"0"	
"189"	"背靠背，脸对脸"	" 背对背，脸对脸  "	" 中国大陆 中国香港 "	"1994 "	" 剧情"	"9.5"	"125722"	"导演:黄建新JianxinHuang/杨亚洲YazhouYang   主演:牛振华ZhenhuaN..."	" "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg"	" / 背对背，脸对脸  /  Back to Back, Face to Face"	"汉语普通话"	"148分钟/205分钟(电视剧加长版)"	"https://movie.douban.com/subject/1307856/"	"34.34"					"0"	
"190"	"小丑"	" Joker"	" 美国 加拿大 "	"2019 "	" 剧情 犯罪 惊悚"	"8.7"	"980855"	"导演:托德·菲利普斯ToddPhillips   主演:杰昆·菲尼克斯JoaquinPhoeni..."	" "	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg"	" / 小丑起源电影：罗密欧  /  Romeo"	"英语"	"122分钟/118分钟(威尼斯电影节)"	"https://movie.douban.com/subject/27119724/"	"34.34"					"0"	
"191"	"冰川时代"	" Ice Age"	" 美国 "	"2002 "	" 喜剧 动画 冒险"	"8.6"	"598522"	"导演:卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge   主演..."	"松鼠才是角儿"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg"	" / 冰河世纪  /  冰原历险记"	"英语/克罗地亚语"	"81分钟"	"https://movie.douban.com/subject/1291578/"	"34.34"					"0"	
"192"	"无间道2"	" 無間道II"	" 中国香港 "	"2003 "	" 剧情 犯罪 惊悚"	"8.7"	"463024"	"导演:刘伟强/麦兆辉   主演:陈冠希EdisonChen/余文乐ShawnYue/曾..."	" "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg"	" / 无间道前传  /  Infernal Affairs II"	"粤语/英语/汉语普通话/泰语"	"119分钟/110分钟(德国电视版)"	"https://movie.douban.com/subject/1307106/"	"34.34"					"0"	
"193"	"恐怖游轮"	" Triangle"	" 英国 澳大利亚 "	"2009 "	" 剧情 悬疑 惊悚"	"8.5"	"837100"	"导演:克里斯托弗·史密斯ChristopherSmith   主演:梅利莎·乔治Melissa..."	"不要企图在重复中寻找已经失去的爱"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg"	" / 汪洋血迷宮(台)  /  轮回三角"	"英语"	"99分钟"	"https://movie.douban.com/subject/3011051/"	"34.34"					"0"	
"194"	"东邪西毒"	" 東邪西毒"	" 中国香港 中国台湾 "	"1994 "	" 剧情 动作 爱情 武侠 古装"	"8.6"	"561568"	"导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/林青霞Brigitte..."	"电影诗"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg"	" / Ashes of Time"	"粤语/汉语普通话"	"95分钟"	"https://movie.douban.com/subject/1292328/"	"34.34"					"0"	
"195"	"真爱至上"	" Love Actually"	" 英国 美国 法国 "	"2003 "	" 喜剧 剧情 爱情"	"8.6"	"719539"	"导演:理查德·柯蒂斯RichardCurtis   主演:休·格兰特HughGrant/柯林..."	"爱，是个动词"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg"	" / 真的恋爱了(港)  /  爱是您，爱是我(台)"	"英语/葡萄牙语/法语"	"135分钟"	"https://movie.douban.com/subject/1292401/"	"34.34"					"0"	
"196"	"牯岭街少年杀人事件"	" 牯嶺街少年殺人事件"	" 中国台湾 "	"1991 "	" 剧情 犯罪"	"8.9"	"288514"	"导演:杨德昌EdwardYang   主演:张震ChenChang/杨静怡LisaYang/张..."	"弱者送给弱者的一刀"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg"	" / A Brighter Summer Day"	"汉语普通话/闽南语/上海话/粤语"	"237分钟(导演剪辑版)"	"https://movie.douban.com/subject/1292329/"	"34.34"					"0"	
"197"	"你看起来好像很好吃"	" おまえうまそうだな"	" 日本 "	"2010 "	" 剧情 动画 儿童"	"8.9"	"325584"	"导演:藤森雅也MasayaFujimori   主演:山口胜平KappeiYamaguchi/爱河..."	"感情不分食草或者食肉"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2554167519.jpg"	" / 你看起来很好吃(台)  /  你看上去好像很好吃"	"日语"	"90分钟"	"https://movie.douban.com/subject/4848115/"	"34.34"					"0"	
"198"	"心灵奇旅"	" Soul"	" 美国 "	"2020 "	" 动画 奇幻 音乐"	"8.7"	"948925"	"导演:彼特·道格特PeteDocter/凯普·鲍尔斯KempPowers   主演:杰米·..."	" "	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2626308994.jpg"	" / 灵魂奇遇记(港)  /  灵魂急转弯(台)"	"英语"	"101分钟"	"https://movie.douban.com/subject/24733428/"	"34.34"					"0"	
"199"	"遗愿清单"	" The Bucket List"	" 美国 "	"2007 "	" 冒险 喜剧 剧情"	"8.7"	"445810"	"导演:罗伯·莱纳RobReiner   主演:杰克·尼科尔森JackNicholson/摩根..."	"用剩余不多的时间，去燃烧整个生命"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2676812053.jpg"	" / 玩转身前事(港)  /  一路玩到挂(台)"	"英语"	"97分钟"	"https://movie.douban.com/subject/1867345/"	"34.34"					"0"	
"200"	"魔女宅急便"	" 魔女の宅急便"	" 日本 "	"1989 "	" 动画 奇幻 冒险"	"8.7"	"446804"	"导演:宫崎骏HayaoMiyazaki   主演:高山南MinamiTakayama/佐久间玲Re..."	"宫崎骏的电影总让人感觉世界是美好的，阳光明媚的"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg"	" / 魔女琪琪(台)  /  小魔女限时专送"	"日语"	"103分钟"	"https://movie.douban.com/subject/1307811/"	"34.34"					"0"	
"201"	"东京教父"	" 東京ゴッドファーザーズ"	" 日本 "	"2003 "	" 剧情 喜剧 动画"	"9.0"	"220040"	"导演:今敏SatoshiKon   主演:江守彻ToruEmori/梅垣义明YoshiakiUme..."	" "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg"	" / Tokyo Godfathers"	"日语/西班牙语/英语"	"92分钟"	"https://movie.douban.com/subject/1310177/"	"34.34"					"0"	
"202"	"黑天鹅"	" Black Swan"	" 美国 "	"2010 "	" 剧情 惊悚"	"8.6"	"766910"	"导演:达伦·阿罗诺夫斯基DarrenAronofsky   主演:娜塔莉·波特曼Natalie..."	"黑暗之美"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg"	" / 夺命黑天鹅  /  霸王别鹅(豆友译名)"	"英语/法语/意大利语"	"108分钟/103分钟(威尼斯电影节)"	"https://movie.douban.com/subject/1978709/"	"34.34"					"0"	
"203"	"大佛普拉斯"	" The Great Buddha+"	" 中国台湾 "	"2017 "	" 剧情 喜剧"	"8.7"	"440211"	"导演:黄信尧Hsin-yaoHuang   主演:庄益增YizengZhuang/陈竹昇Chu-sh..."	"人们可以登上月球，却永远无法探索人们内心的宇宙"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg"	" / The Great Buddha+"	"闽南语/汉语普通话"	"102分钟"	"https://movie.douban.com/subject/27059130/"	"34.34"					"0"	
"204"	"可可西里"	" Kekexili: Mountain Patrol"	" 中国大陆 中国香港 "	"2004 "	" 剧情 犯罪"	"8.9"	"295845"	"导演:陆川ChuanLu   主演:多布杰Duobujie/张磊LeiZhang/亓亮QiL..."	"坚硬的信仰"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg"	" / Kekexili: Mountain Patrol"	"汉语普通话/藏语"	"85分钟(中国大陆)/90分钟(美国)/98分钟(阿根廷)"	"https://movie.douban.com/subject/1308857/"	"34.34"					"0"	
"205"	"城市之光"	" City Lights"	" 美国 "	"1931 "	" 喜剧 剧情 爱情"	"9.3"	"141640"	"导演:CharlesChaplin   主演:查理·卓别林CharlesChaplin/弗吉尼亚·..."	"永远的小人物，伟大的卓别林"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg"	" / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt"	"英语"	"87分钟"	"https://movie.douban.com/subject/1293908/"	"34.34"					"0"	
"206"	"雨人"	" Rain Man"	" 美国 "	"1988 "	" 剧情"	"8.7"	"395029"	"导演:巴瑞·莱文森BarryLevinson   主演:达斯汀·霍夫曼DustinHoffman..."	"生活在自己的世界里，也可以让周围的人显得可笑和渺小"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg"	" / 手足情未了(港)  /  手足情深"	"英语/意大利语"	"133分钟"	"https://movie.douban.com/subject/1291870/"	"34.34"					"0"	
"207"	"源代码"	" Source Code"	" 美国 加拿大 "	"2011 "	" 科幻 悬疑 惊悚"	"8.5"	"816593"	"导演:邓肯·琼斯DuncanJones   主演:杰克·吉伦哈尔JakeGyllenhaal/..."	"邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg"	" / 启动原始码(台)  /  危机解密(港)"	"英语"	"93分钟"	"https://movie.douban.com/subject/3075287/"	"34.34"					"0"	
"208"	"恋恋笔记本"	" The Notebook"	" 美国 "	"2004 "	" 剧情 爱情"	"8.6"	"654371"	"导演:尼克·卡索维茨NickCassavetes   主演:瑞恩·高斯林RyanGosling/..."	"爱情没有那么多借口，如果不能圆满，只能说明爱的不够 "	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg"	" / 忘了·忘不了(港)  /  手札情缘(台)"	"英语"	"123分钟"	"https://movie.douban.com/subject/1309163/"	"34.34"					"0"	
"209"	"海边的曼彻斯特"	" Manchester by the Sea"	" 美国 "	"2016 "	" 剧情 家庭"	"8.6"	"516302"	"导演:肯尼斯·罗纳根KennethLonergan   主演:卡西·阿弗莱克CaseyAffle..."	"我们都有权利不与自己的过去和解"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg"	" / 情系海边之城(港)"	"英语"	"137分钟"	"https://movie.douban.com/subject/25980443/"	"34.34"					"0"	
"210"	"初恋这件小事"	" สิ่งเล็กเล็กที่เรียกว่า...รัก"	" 泰国 "	"2010 "	" 剧情 喜剧 爱情"	"8.5"	"964174"	"导演:普特鹏·普罗萨卡·那·萨克那卡林PuttipongPromsakaNaSakolnakorn/华森·波克彭..."	"黑小鸭速效美白记"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg"	" / 初恋那件小事(港)  /  暗恋那点小事"	"泰语/印度尼西亚语/英语"	"118分钟(泰国)/100分钟(中国大陆)"	"https://movie.douban.com/subject/4739952/"	"34.34"					"0"	
"211"	"人工智能"	" Artificial Intelligence: AI"	" 美国 英国 "	"2001 "	" 剧情 科幻"	"8.7"	"434083"	"导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:海利·乔·奥斯蒙Haley..."	"对爱的执着，可以超越一切"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg"	" / AI人工智慧"	"英语"	"146分钟"	"https://movie.douban.com/subject/1302827/"	"34.34"					"0"	
"212"	"虎口脱险"	" La grande vadrouille"	" 法国 英国 "	"1966 "	" 喜剧 战争"	"8.9"	"249771"	"导演:杰拉尔·乌里GérardOury   主演:路易·德·菲耐斯LouisdeFunès..."	"永远看不腻的喜剧"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg"	" / 横冲直撞出重围(港)  /  大進擊(台)"	"法语/英语/德语"	"132分钟/124分钟(蓝光修复版)/122分钟(4K修复版)"	"https://movie.douban.com/subject/1296909/"	"34.34"					"0"	
"213"	"波西米亚狂想曲"	" Bohemian Rhapsody"	" 英国 美国 "	"2018 "	" 剧情 传记 同性 音乐"	"8.6"	"587546"	"导演:布莱恩·辛格BryanSinger   主演:拉米·马雷克RamiMalek/本·哈..."	" "	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg"	" / 波希米亚狂想曲：摇滚传说(港)  /  波希米亚狂想曲(台)"	"英语"	"135分钟/131分钟(中国大陆)"	"https://movie.douban.com/subject/5300054/"	"34.34"					"0"	
"214"	"青蛇"	" Green Snake"	" 中国香港 中国大陆 "	"1993 "	" 剧情 爱情 奇幻 古装"	"8.6"	"510842"	"导演:徐克HarkTsui   主演:张曼玉MaggieCheung/王祖贤JoeyWang/..."	"人生如此，浮生如斯谁人言，花彼岸，此生情长意短谁都是不懂爱的罢了"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg"	" / Green Snake"	"粤语/汉语普通话"	"99分钟"	"https://movie.douban.com/subject/1303394/"	"34.34"					"0"	
"215"	"萤火虫之墓"	" 火垂るの墓"	" 日本 "	"1988 "	" 动画 剧情 战争"	"8.7"	"397909"	"导演:高畑勋IsaoTakahata   主演:辰己努/白石绫乃/志乃原良子"	"幸福是生生不息，却难以触及的远 "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg"	" / 再见萤火虫(港)  /  萤火挽歌"	"日语"	"89分钟"	"https://movie.douban.com/subject/1293318/"	"34.34"					"0"	
"216"	"终结者2：审判日"	" Terminator 2: Judgment Day"	" 美国 法国 "	"1991 "	" 动作 科幻"	"8.8"	"333664"	"导演:詹姆斯·卡梅隆JamesCameron   主演:阿诺·施瓦辛格ArnoldSchwarz..."	"少见的超越首部的续集，动作片中的经典"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg"	" / 未来战士2(港)  /  魔鬼终结者2(台)"	"英语/西班牙语"	"137分钟/153分钟(特别版)/156分钟(终极剪辑版)"	"https://movie.douban.com/subject/1291844/"	"34.34"					"0"	
"217"	"罗生门"	" 羅生門"	" 日本 "	"1950 "	" 剧情 犯罪 悬疑"	"8.8"	"306007"	"导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/京町子..."	"人生的N种可能性"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg"	" / Rashomon"	"日语"	"88分钟"	"https://movie.douban.com/subject/1291879/"	"34.34"					"0"	
"218"	"疯狂的麦克斯4：狂暴之路"	" Mad Max: Fury Road"	" 澳大利亚 美国 "	"2015 "	" 动作 科幻 冒险"	"8.7"	"513975"	"导演:乔治·米勒GeorgeMiller   主演:汤姆·哈迪TomHardy/查理兹·塞..."	"“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg"	" / 末日先锋：战甲飞车(港)  /  疯狂麦斯：愤怒道(台)"	"英语/俄语"	"120分钟"	"https://movie.douban.com/subject/3592854/"	"34.34"					"0"	
"219"	"新龙门客栈"	" 新龍門客棧"	" 中国香港 中国大陆 "	"1992 "	" 动作 爱情 武侠 古装"	"8.7"	"431891"	"导演:李惠民RaymondLee   主演:张曼玉MaggieCheung/林青霞Brigitte..."	"嬉笑怒骂，调风动月"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg"	" / New Dragon Gate Inn"	"汉语普通话/粤语"	"88分钟/99分钟/103分钟(美国)"	"https://movie.douban.com/subject/1292287/"	"34.34"					"0"	
"220"	"千钧一发"	" Gattaca"	" 美国 "	"1997 "	" 剧情 科幻 惊悚"	"8.8"	"288125"	"导演:安德鲁·尼科尔AndrewNiccol   主演:伊桑·霍克EthanHawke/乌玛..."	"一部能引人思考的科幻励志片"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg"	" / 变种异煞(港)  /  自然人"	"英语/世界语"	"106分钟"	"https://movie.douban.com/subject/1300117/"	"34.34"					"0"	
"221"	"奇迹男孩"	" Wonder"	" 美国 中国香港 "	"2017 "	" 剧情 儿童 家庭"	"8.6"	"541803"	"导演:斯蒂芬·卓博斯基StephenChbosky   主演:雅各布·特伦布莱JacobTr..."	"世界不完美，爱会有奇迹"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg"	" / 奇迹"	"英语"	"113分钟/114分钟(中国大陆)"	"https://movie.douban.com/subject/26787574/"	"34.34"					"0"	
"222"	"无耻混蛋"	" Inglourious Basterds"	" 德国 美国 "	"2009 "	" 剧情 犯罪"	"8.6"	"462452"	"导演:昆汀·塔伦蒂诺QuentinTarantino   主演:布拉德·皮特BradPitt/..."	"昆汀同学越来越变态了，比北野武还杜琪峰"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1086394013.jpg"	" / 希魔撞正杀人狂(港)  /  恶棍特工(台)"	"英语/德语/法语/意大利语"	"153分钟"	"https://movie.douban.com/subject/1438652/"	"34.34"					"0"	
"223"	"二十二"	" Twenty Two  "	" 中国大陆 "	"2015 "	" 纪录片"	"8.7"	"286671"	"导演:郭柯KeGuo   主演:"	"有一些东西不应该被遗忘"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg"	" / Twenty Two  /  22"	"汉语普通话"	"99分钟(公映版)/112分钟"	"https://movie.douban.com/subject/26430107/"	"34.34"					"0"	
"224"	"崖上的波妞"	" 崖の上のポニョ"	" 日本 "	"2008 "	" 动画 奇幻 冒险"	"8.6"	"479126"	"导演:宫崎骏HayaoMiyazaki   主演:奈良柚莉爱YuriaNara/土井洋辉Hir..."	" "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg"	" / 悬崖上的金鱼姬  /  悬崖上的金鱼公主"	"日语"	"101分钟"	"https://movie.douban.com/subject/1959877/"	"34.34"					"0"	
"225"	"彗星来的那一夜"	" Coherence"	" 美国 英国 "	"2013 "	" 科幻 悬疑 惊悚"	"8.5"	"560466"	"导演:詹姆斯·沃德·布柯特JamesWardByrkit   主演:艾米丽·芭尔多尼Em..."	"小成本大魅力"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg"	" / 相干性  /  相干效应"	"英语"	"89分钟"	"https://movie.douban.com/subject/25807345/"	"34.34"					"0"	
"226"	"末路狂花"	" Thelma & Louise"	" 美国 英国 法国 "	"1991 "	" 犯罪 剧情 惊悚"	"8.9"	"242338"	"导演:雷德利·斯科特RidleyScott   主演:吉娜·戴维斯GeenaDavis/苏..."	"没有了退路，只好飞向自由"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg"	" / 塞尔玛与路易丝  /  末路狂花"	"英语"	"130分钟"	"https://movie.douban.com/subject/1291992/"	"34.34"					"0"	
"227"	"黑客帝国2：重装上阵"	" The Matrix Reloaded"	" 美国 "	"2003 "	" 动作 科幻"	"8.7"	"396461"	"导演:拉娜·沃卓斯基LanaWachowski/莉莉·沃卓斯基LillyWachowski   ..."	"一个精彩的世界观正在缓缓建立"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg"	" / 22世纪杀人网络2：决战未来(港)  /  骇客任务：重装上阵(台)"	"英语/法语"	"138分钟"	"https://movie.douban.com/subject/1304141/"	"34.34"					"0"	
"228"	"血钻"	" Blood Diamond"	" 美国 德国 英国 "	"2006 "	" 剧情 惊悚 冒险"	"8.7"	"370805"	"导演:爱德华·兹威克EdwardZwick   主演:莱昂纳多·迪卡普里奥Leonardo..."	"每个美丽事物背后都是滴血的现实"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg"	" / 血钻石(台)  /  血腥钻石"	"英语/门德语/南非语"	"143分钟"	"https://movie.douban.com/subject/1428175/"	"34.34"					"0"	
"229"	"房间"	" Room"	" 爱尔兰 加拿大 英国 美国 "	"2015 "	" 剧情 家庭"	"8.8"	"362379"	"导演:伦尼·阿伯拉罕森LennyAbrahamson   主演:布丽·拉尔森BrieLarson..."	"被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg"	" / 不存在的房间(台)  /  抖室(港)"	"英语"	"118分钟"	"https://movie.douban.com/subject/25724855/"	"34.34"					"0"	
"230"	"爱乐之城"	" La La Land"	" 美国 "	"2016 "	" 剧情 爱情 歌舞"	"8.4"	"868397"	"导演:达米恩·查泽雷DamienChazelle   主演:瑞恩·高斯林RyanGosling/..."	" "	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg"	" / 星声梦里人(港)  /  乐来越爱你(台)"	"英语"	"128分钟"	"https://movie.douban.com/subject/25934014/"	"34.34"					"0"	
"231"	"花束般的恋爱"	" 花束みたいな恋をした"	" 日本 "	"2021 "	" 剧情 爱情"	"8.6"	"584720"	"导演:土井裕泰NobuhiroDoi   主演:菅田将晖MasakiSuda/有村架纯Kasu..."	" "	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2868462052.jpg"	" / 她和他的恋爱花期(港)  /  Hanataba mitaina koi o shita"	"日语"	"124分钟"	"https://movie.douban.com/subject/34874432/"	"34.34"					"0"	
"232"	"步履不停"	" 歩いても 歩いても"	" 日本 "	"2008 "	" 剧情 家庭"	"8.8"	"272014"	"导演:是枝裕和HirokazuKoreeda   主演:阿部宽HiroshiAbe/夏川结衣Yu..."	"日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg"	" / 横山家之味(港 / 台) "	"日语"	"115分钟"	"https://movie.douban.com/subject/2222996/"	"34.34"					"0"	
"233"	"魂断蓝桥"	" Waterloo Bridge"	" 美国 "	"1940 "	" 剧情 爱情 战争"	"8.8"	"271234"	"导演:茂文·勒鲁瓦MervynLeRoy   主演:费雯·丽VivienLeigh/罗伯特·..."	"中国式内在的美国电影"	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg"	" / 滑铁卢桥  /  断桥残梦"	"英语/法语"	"108分钟"	"https://movie.douban.com/subject/1293964/"	"34.34"					"0"	
"234"	"战争之王"	" Lord of War"	" 法国 德国 美国 "	"2005 "	" 剧情 犯罪"	"8.7"	"358565"	"导演:安德鲁·尼科尔AndrewNiccol   主演:尼古拉斯·凯奇NicolasCage/..."	"做一颗让别人需要你的棋子"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg"	" / 军火之王(台 / 港) "	"英语/乌克兰语/德语/西班牙语/俄语/法语/阿拉伯语/土耳其语"	"122分钟"	"https://movie.douban.com/subject/1419936/"	"34.34"					"0"	
"235"	"火星救援"	" The Martian"	" 英国 美国 匈牙利 约旦 "	"2015 "	" 剧情 科幻 冒险"	"8.5"	"707778"	"导演:雷德利·斯科特RidleyScott   主演:马特·达蒙MattDamon/杰西卡..."	" "	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2280097442.jpg"	" / 火星任务(港)  /  绝地救援(台)"	"英语/汉语普通话"	"142分钟/151分钟(加长版)"	"https://movie.douban.com/subject/25864085/"	"34.34"					"0"	
"236"	"谍影重重2"	" The Bourne Supremacy"	" 美国 德国 "	"2004 "	" 动作 悬疑 惊悚"	"8.7"	"342731"	"导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/..."	"谁说王家卫镜头很晃？"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg"	" / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台)"	"英语/俄语/德语/意大利语"	"108分钟"	"https://movie.douban.com/subject/1308767/"	"34.34"					"0"	
"237"	"千年女优"	" 千年女優"	" 日本 "	"2001 "	" 动画 剧情 爱情"	"8.8"	"257186"	"导演:今敏SatoshiKon   主演:庄司美代子MiyokoShôji/小山茉美Mam..."	"爱情是一场没有尽头的虚幻追逐"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg"	" / Millennium Actress"	"日语"	"87分钟"	"https://movie.douban.com/subject/1307394/"	"34.34"					"0"	
"238"	"哈利·波特与死亡圣器(上)"	" Harry Potter and the Deathly Hallows: Part 1"	" 英国 美国 "	"2010 "	" 奇幻 冒险"	"8.5"	"553421"	"导演:大卫·叶茨DavidYates   主演:丹尼尔·雷德克里夫DanielRadcliffe..."	"最忠于原著的一部"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p719849995.jpg"	" / 哈利波特7：死神的圣物1(港 / 台) "	"英语"	"146分钟"	"https://movie.douban.com/subject/2051007/"	"34.34"					"0"	
"239"	"芙蓉镇"	" Hibiscus Town"	" 中国大陆 "	"1987 "	" 剧情 爱情"	"9.3"	"127799"	"导演:谢晋JinXie   主演:刘晓庆XiaoqingLiu/姜文WenJiang/郑在石..."	" "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575337180.jpg"	" / Hibiscus Town"	"汉语普通话"	"164分钟"	"https://movie.douban.com/subject/1297880/"	"34.34"					"0"	
"240"	"燃情岁月"	" Legends of the Fall"	" 美国 "	"1994 "	" 剧情 爱情 战争 西部"	"8.8"	"280223"	"导演:爱德华·兹威克EdwardZwick   主演:布拉德·皮特BradPitt/安东..."	"传奇，不是每个人都可以拥有"	"https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2797313535.jpg"	" / 秋日传奇  /  真爱一世情(台)"	"英语/科尼什语"	"133分钟"	"https://movie.douban.com/subject/1295865/"	"34.34"					"0"	
"241"	"弱点"	" The Blind Side"	" 美国 "	"2009 "	" 剧情 家庭 传记 运动"	"8.7"	"297299"	"导演:约翰·李·汉考克JohnLeeHancock   主演:桑德拉·布洛克SandraBu..."	"拍掉身上的悲伤，从今天开始重新踏上追梦之旅"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2577248102.jpg"	" / 守护有心人(港)  /  攻其不备(台)"	"英语"	"129分钟"	"https://movie.douban.com/subject/3552028/"	"34.34"					"0"	
"242"	"阿飞正传"	" 阿飛正傳"	" 中国香港 "	"1990 "	" 犯罪 剧情 爱情"	"8.5"	"494141"	"导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC..."	"王家卫是一种风格，张国荣是一个代表"	"https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg"	" / Days of Being Wild"	"粤语/汉语普通话/英语/菲律宾语/上海话"	"94分钟"	"https://movie.douban.com/subject/1305690/"	"34.34"					"0"	
"243"	"朗读者"	" The Reader"	" 美国 德国 "	"2008 "	" 剧情 爱情"	"8.6"	"445970"	"导演:史蒂芬·戴德利StephenDaldry   主演:凯特·温丝莱特KateWinslet..."	"当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫 "	"https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg"	" / 为爱朗读(台)  /  读爱(港)"	"英语/德语/希腊语/拉丁语"	"124分钟"	"https://movie.douban.com/subject/2213597/"	"34.34"					"0"	
